FLASH,DESS,FISP,PSIF,Class
107,97,164,183,CLU0
115,106,169,158,CLU0
107,109,158,139,CLU0
106,114,159,119,CLU0
114,109,158,122,CLU0
110,108,156,126,CLU0
81,107,156,111,CLU0
51,152,164,117,CLU0
41,172,140,197,CLU0
75,152,122,303,CLU0
90,122,131,151,CLU0
92,71,128,50,CLU0
32,21,16,14,CLU0
2,10,3,23,CLU0
78,19,25,50,CLU0
134,29,61,29,CLU0
81,22,23,12,CLU0
6,9,3,16,CLU0
12,15,20,23,CLU0
80,46,50,27,CLU0
75,18,60,61,CLU0
231,68,54,117,CLU0
240,106,117,119,CLU0
246,82,55,112,CLU0
151,82,49,35,CLU0
109,40,101,32,CLU0
1,12,30,2,CLU0
16,3,11,7,CLU0
7,3,6,3,CLU0
3,4,2,10,CLU0
7,6,1,4,CLU0
4,4,13,7,CLU0
3,3,5,2,CLU0
7,4,3,13,CLU0
6,4,6,7,CLU0
12,4,4,4,CLU0
5,2,1,10,CLU0
7,4,6,7,CLU0
62,79,93,33,CLU0
71,79,88,42,CLU0
83,75,81,62,CLU0
84,72,94,39,CLU0
62,80,87,44,CLU0
55,74,92,40,CLU0
88,73,96,50,CLU0
86,67,100,42,CLU0
94,70,87,49,CLU0
101,65,91,30,CLU0
101,72,91,44,CLU0
123,67,96,45,CLU0
103,65,96,68,CLU0
109,69,98,71,CLU0
91,76,102,60,CLU0
86,84,103,53,CLU0
71,81,110,71,CLU0
92,71,101,51,CLU0
103,72,98,34,CLU0
100,90,120,21,CLU0
86,100,111,34,CLU0
90,100,118,46,CLU0
88,94,116,69,CLU0
93,78,124,55,CLU0
101,71,126,56,CLU0
102,73,135,56,CLU0
85,62,125,39,CLU0
67,60,121,60,CLU0
73,67,137,94,CLU0
57,51,139,87,CLU0
71,42,166,71,CLU0
55,28,144,45,CLU0
37,22,144,179,CLU0
19,19,129,222,CLU0
23,7,124,225,CLU0
27,7,96,213,CLU0
14,17,95,201,CLU0
28,24,95,205,CLU0
21,42,87,157,CLU0
23,30,74,58,CLU0
3,13,79,164,CLU0
2,20,55,117,CLU0
13,13,76,120,CLU0
24,29,64,121,CLU0
37,86,68,80,CLU0
58,113,192,147,CLU0
65,133,195,139,CLU0
74,85,180,119,CLU0
98,91,151,131,CLU0
130,74,150,74,CLU0
102,65,108,49,CLU0
60,15,27,43,CLU0
63,23,35,26,CLU0
24,27,72,96,CLU0
6,29,43,4,CLU0
23,15,28,40,CLU0
16,17,21,28,CLU0
6,13,10,27,CLU0
6,17,11,37,CLU0
11,13,13,21,CLU0
6,13,22,9,CLU0
12,23,26,11,CLU0
7,16,15,9,CLU0
8,16,9,27,CLU0
9,12,11,22,CLU0
13,17,4,41,CLU0
21,24,41,31,CLU0
84,33,32,85,CLU0
85,34,45,111,CLU0
94,64,68,15,CLU0
90,49,89,25,CLU0
96,50,55,6,CLU0
76,55,61,21,CLU0
60,51,96,35,CLU0
61,28,92,38,CLU0
84,66,36,65,CLU0
85,90,120,113,CLU0
52,155,132,141,CLU0
36,219,115,309,CLU0
23,124,107,392,CLU0
96,86,76,179,CLU0
155,110,165,74,CLU0
145,109,210,136,CLU0
105,116,195,122,CLU0
110,95,192,164,CLU0
105,109,204,132,CLU0
116,104,196,120,CLU0
123,109,185,122,CLU0
115,103,194,113,CLU0
118,106,210,94,CLU0
122,104,204,121,CLU0
113,115,206,122,CLU0
106,113,198,141,CLU0
109,123,206,135,CLU0
103,122,195,136,CLU0
100,117,197,148,CLU0
111,118,196,146,CLU0
107,117,191,140,CLU0
113,120,192,142,CLU0
109,113,200,132,CLU0
110,119,191,128,CLU0
101,112,182,122,CLU0
117,121,183,110,CLU0
120,124,193,111,CLU0
116,132,184,91,CLU0
118,126,187,81,CLU0
109,135,191,105,CLU0
96,123,184,118,CLU0
85,145,169,196,CLU0
58,136,152,424,CLU0
42,179,107,493,CLU0
29,195,103,441,CLU0
29,262,98,440,CLU0
106,195,115,314,CLU0
158,110,184,127,CLU0
157,136,191,117,CLU0
155,117,180,100,CLU0
156,124,174,107,CLU0
155,118,176,85,CLU0
138,140,177,113,CLU0
92,132,192,126,CLU0
95,136,174,129,CLU0
107,128,175,125,CLU0
133,127,180,128,CLU0
147,127,194,120,CLU0
121,135,190,120,CLU0
129,126,185,126,CLU0
119,124,193,118,CLU0
100,126,178,124,CLU0
109,131,168,158,CLU0
100,145,158,124,CLU0
81,144,156,126,CLU0
105,119,161,123,CLU0
112,134,161,133,CLU0
110,126,165,127,CLU0
128,119,165,117,CLU0
128,117,167,106,CLU0
141,116,169,127,CLU0
149,115,182,125,CLU0
120,126,170,118,CLU0
119,116,176,116,CLU0
112,122,169,133,CLU0
108,111,168,121,CLU0
65,179,156,184,CLU0
118,140,130,281,CLU0
124,104,146,257,CLU0
116,109,160,197,CLU0
104,106,166,126,CLU0
109,114,172,109,CLU0
110,114,159,98,CLU0
112,117,154,98,CLU0
110,108,154,112,CLU0
120,113,160,124,CLU0
92,109,160,104,CLU0
74,148,163,148,CLU0
58,137,129,215,CLU0
72,130,126,360,CLU0
85,139,120,221,CLU0
98,81,145,52,CLU0
48,5,53,31,CLU0
3,16,15,5,CLU0
37,15,26,48,CLU0
142,31,46,41,CLU0
98,26,25,20,CLU0
16,10,8,20,CLU0
26,18,21,8,CLU0
65,41,36,36,CLU0
68,26,66,28,CLU0
163,48,41,108,CLU0
242,107,130,131,CLU0
242,88,80,118,CLU0
172,87,35,71,CLU0
118,59,106,46,CLU0
23,24,47,7,CLU0
11,6,17,3,CLU0
9,7,10,5,CLU0
10,2,10,11,CLU0
11,7,4,7,CLU0
5,2,8,9,CLU0
1,4,10,9,CLU0
4,4,3,14,CLU0
6,6,7,3,CLU0
13,1,2,7,CLU0
2,3,2,10,CLU0
9,3,11,5,CLU0
30,57,85,33,CLU0
54,64,81,25,CLU0
78,62,75,43,CLU0
95,62,78,58,CLU0
94,60,86,42,CLU0
67,66,85,50,CLU0
74,64,89,40,CLU0
98,58,88,47,CLU0
98,57,97,24,CLU0
109,59,93,39,CLU0
109,57,97,31,CLU0
109,61,91,37,CLU0
117,59,91,42,CLU0
109,53,90,58,CLU0
118,63,97,52,CLU0
94,66,105,47,CLU0
93,73,102,48,CLU0
87,68,108,60,CLU0
90,65,97,37,CLU0
101,67,93,21,CLU0
98,78,112,25,CLU0
104,86,99,27,CLU0
106,91,105,32,CLU0
103,87,102,51,CLU0
115,76,102,32,CLU0
133,75,102,38,CLU0
121,68,113,14,CLU0
105,61,118,34,CLU0
93,67,118,46,CLU0
92,76,117,57,CLU0
82,71,124,46,CLU0
91,65,148,37,CLU0
82,43,154,29,CLU0
74,34,158,142,CLU0
52,33,142,195,CLU0
43,24,146,218,CLU0
44,13,133,206,CLU0
28,14,113,201,CLU0
38,52,119,203,CLU0
34,37,143,153,CLU0
29,35,128,101,CLU0
12,23,131,156,CLU0
21,15,99,117,CLU0
20,27,120,98,CLU0
18,49,133,117,CLU0
63,117,133,108,CLU0
76,136,174,103,CLU0
96,137,182,95,CLU0
92,112,194,92,CLU0
122,95,200,104,CLU0
114,65,178,52,CLU0
90,48,148,55,CLU0
53,27,51,6,CLU0
121,28,2,24,CLU0
55,44,72,78,CLU0
37,33,48,35,CLU0
12,20,31,23,CLU0
9,12,9,57,CLU0
3,17,14,26,CLU0
4,11,8,30,CLU0
13,14,22,9,CLU0
10,13,15,11,CLU0
16,22,13,6,CLU0
8,17,5,7,CLU0
5,17,3,11,CLU0
5,17,14,17,CLU0
9,21,12,31,CLU0
21,20,23,20,CLU0
94,62,72,111,CLU0
125,53,97,115,CLU0
127,52,71,11,CLU0
109,54,93,18,CLU0
105,29,112,38,CLU0
100,59,92,29,CLU0
102,92,103,11,CLU0
69,101,164,6,CLU0
70,68,142,29,CLU0
81,78,109,43,CLU0
46,160,127,124,CLU0
32,218,106,264,CLU0
28,99,118,312,CLU0
61,74,88,131,CLU0
144,109,129,85,CLU0
154,104,213,142,CLU0
103,131,199,109,CLU0
105,107,184,177,CLU0
102,96,194,128,CLU0
114,110,193,121,CLU0
124,110,193,113,CLU0
115,111,205,97,CLU0
114,107,206,86,CLU0
122,115,205,135,CLU0
110,114,195,121,CLU0
104,114,195,150,CLU0
97,119,196,127,CLU0
98,123,192,140,CLU0
108,117,195,145,CLU0
118,118,195,149,CLU0
100,118,185,134,CLU0
112,126,190,143,CLU0
109,120,196,126,CLU0
109,131,189,137,CLU0
108,118,177,140,CLU0
123,122,190,123,CLU0
121,121,186,115,CLU0
117,123,189,91,CLU0
115,126,185,88,CLU0
117,134,183,106,CLU0
106,133,186,115,CLU0
98,144,182,164,CLU0
76,131,162,364,CLU0
52,145,122,465,CLU0
22,172,99,454,CLU0
28,239,92,403,CLU0
91,192,93,360,CLU0
159,115,162,171,CLU0
153,126,182,118,CLU0
155,118,176,112,CLU0
164,124,175,109,CLU0
161,117,175,94,CLU0
145,134,185,112,CLU0
94,125,196,140,CLU0
98,136,174,124,CLU0
100,129,176,113,CLU0
126,131,178,139,CLU0
143,125,196,121,CLU0
129,142,189,125,CLU0
132,130,180,136,CLU0
124,125,190,127,CLU0
113,127,187,118,CLU0
109,125,166,147,CLU0
103,132,166,118,CLU0
75,150,151,155,CLU0
101,127,151,130,CLU0
110,129,158,120,CLU0
105,130,164,122,CLU0
118,118,165,123,CLU0
115,120,167,116,CLU0
129,118,172,125,CLU0
144,113,183,121,CLU0
121,117,174,120,CLU0
110,121,180,108,CLU0
117,115,171,113,CLU0
94,120,175,113,CLU0
70,165,158,171,CLU0
127,119,138,326,CLU0
113,99,157,240,CLU0
109,107,167,125,CLU0
110,112,162,84,CLU0
107,112,165,92,CLU0
115,112,152,99,CLU0
117,112,154,110,CLU0
107,108,150,120,CLU0
123,114,161,123,CLU0
106,111,167,100,CLU0
95,127,167,189,CLU0
64,123,124,249,CLU0
63,109,128,365,CLU0
89,136,122,262,CLU0
98,70,146,61,CLU0
59,29,91,43,CLU0
4,25,18,10,CLU0
6,10,21,44,CLU0
130,33,32,67,CLU0
120,27,40,52,CLU0
35,9,16,19,CLU0
22,10,10,15,CLU0
30,25,23,35,CLU0
76,39,77,12,CLU0
109,24,27,95,CLU0
227,92,114,140,CLU0
224,86,106,124,CLU0
206,89,39,113,CLU0
116,74,93,54,CLU0
55,34,79,9,CLU0
4,10,20,6,CLU0
11,11,12,4,CLU0
14,6,8,3,CLU0
6,10,9,4,CLU0
5,5,4,6,CLU0
5,4,6,14,CLU0
4,5,6,7,CLU0
8,6,6,5,CLU0
9,5,5,10,CLU0
7,3,2,7,CLU0
12,1,10,9,CLU0
31,43,68,21,CLU0
16,49,56,46,CLU0
58,45,53,33,CLU0
99,46,55,43,CLU0
116,55,67,45,CLU0
106,50,64,55,CLU0
78,50,71,53,CLU0
91,54,80,47,CLU0
110,48,76,38,CLU0
105,53,90,23,CLU0
113,54,94,42,CLU0
112,57,98,49,CLU0
112,57,94,47,CLU0
104,62,101,47,CLU0
112,53,96,52,CLU0
120,63,104,38,CLU0
100,61,105,29,CLU0
97,65,102,31,CLU0
95,60,111,48,CLU0
87,63,104,31,CLU0
92,60,96,30,CLU0
80,62,105,31,CLU0
101,61,94,26,CLU0
100,64,104,29,CLU0
105,61,100,28,CLU0
117,64,96,12,CLU0
133,69,99,20,CLU0
118,63,107,25,CLU0
106,62,121,59,CLU0
97,69,119,55,CLU0
88,72,107,41,CLU0
86,79,107,8,CLU0
96,75,121,13,CLU0
93,48,142,44,CLU0
99,35,150,91,CLU0
83,42,141,130,CLU0
64,44,141,153,CLU0
60,33,150,132,CLU0
53,37,131,127,CLU0
54,83,141,127,CLU0
63,54,167,124,CLU0
48,61,162,116,CLU0
38,50,158,88,CLU0
53,49,133,70,CLU0
63,76,133,62,CLU0
74,91,149,87,CLU0
89,119,143,91,CLU0
87,125,125,93,CLU0
108,117,150,70,CLU0
116,119,181,63,CLU0
136,93,175,54,CLU0
103,71,150,66,CLU0
88,40,136,49,CLU0
26,33,77,21,CLU0
127,31,45,16,CLU0
56,44,43,55,CLU0
68,25,48,59,CLU0
18,21,27,62,CLU0
4,14,27,51,CLU0
5,26,24,28,CLU0
4,11,11,33,CLU0
12,20,24,13,CLU0
12,20,18,25,CLU0
12,20,16,8,CLU0
10,13,2,23,CLU0
3,15,4,16,CLU0
7,18,18,33,CLU0
12,25,19,32,CLU0
30,44,9,12,CLU0
91,94,80,107,CLU0
107,69,136,139,CLU0
108,68,94,60,CLU0
99,77,78,42,CLU0
82,64,114,36,CLU0
83,37,110,27,CLU0
121,84,75,14,CLU0
104,126,128,22,CLU0
86,121,173,14,CLU0
86,84,148,56,CLU0
69,151,132,78,CLU0
24,203,109,214,CLU0
30,111,117,274,CLU0
31,66,103,129,CLU0
118,93,109,85,CLU0
152,94,193,146,CLU0
102,139,200,113,CLU0
83,147,175,215,CLU0
97,100,184,150,CLU0
114,108,195,136,CLU0
116,106,201,109,CLU0
118,125,213,98,CLU0
116,114,207,103,CLU0
111,121,203,140,CLU0
106,114,184,124,CLU0
101,119,183,149,CLU0
95,117,182,124,CLU0
104,126,191,141,CLU0
114,121,192,138,CLU0
122,120,191,146,CLU0
100,122,180,133,CLU0
109,128,183,138,CLU0
107,125,181,128,CLU0
111,133,182,144,CLU0
117,122,171,146,CLU0
129,121,192,129,CLU0
118,121,185,106,CLU0
119,112,193,92,CLU0
117,124,187,92,CLU0
123,122,184,96,CLU0
116,135,194,144,CLU0
105,136,190,147,CLU0
86,132,168,286,CLU0
53,122,137,400,CLU0
18,169,96,436,CLU0
22,210,80,350,CLU0
74,190,83,353,CLU0
158,129,143,216,CLU0
157,110,175,120,CLU0
157,120,175,128,CLU0
171,119,184,108,CLU0
165,118,181,113,CLU0
149,128,193,112,CLU0
99,121,196,153,CLU0
97,130,177,121,CLU0
96,130,177,111,CLU0
119,131,179,143,CLU0
139,124,193,121,CLU0
136,139,187,129,CLU0
133,133,180,141,CLU0
132,124,189,136,CLU0
123,131,190,116,CLU0
110,126,166,137,CLU0
105,121,171,115,CLU0
81,149,151,174,CLU0
98,129,140,146,CLU0
111,117,155,109,CLU0
103,126,158,124,CLU0
111,119,170,124,CLU0
107,121,172,127,CLU0
120,120,181,125,CLU0
130,113,181,116,CLU0
123,111,179,125,CLU0
107,126,181,107,CLU0
123,109,171,111,CLU0
76,136,184,104,CLU0
80,156,156,146,CLU0
122,110,149,294,CLU0
102,104,168,162,CLU0
110,103,164,81,CLU0
115,111,158,75,CLU0
108,105,161,107,CLU0
116,110,151,121,CLU0
117,106,157,124,CLU0
108,106,151,124,CLU0
123,109,158,126,CLU0
115,112,171,98,CLU0
100,106,170,198,CLU0
57,134,134,252,CLU0
58,95,127,271,CLU0
95,107,132,251,CLU0
95,71,137,92,CLU0
71,49,118,42,CLU0
17,27,11,10,CLU0
6,5,11,53,CLU0
91,26,38,86,CLU0
140,30,59,75,CLU0
54,9,23,7,CLU0
11,9,4,16,CLU0
4,15,7,27,CLU0
77,46,80,15,CLU0
81,23,39,76,CLU0
192,70,80,141,CLU0
212,76,116,130,CLU0
229,92,56,127,CLU0
122,84,67,58,CLU0
85,37,107,14,CLU0
5,9,25,14,CLU0
13,10,10,5,CLU0
7,8,5,8,CLU0
3,5,8,6,CLU0
8,6,13,0,CLU0
3,5,4,14,CLU0
8,3,9,5,CLU0
2,5,7,9,CLU0
3,5,3,9,CLU0
13,2,4,9,CLU0
9,5,7,5,CLU0
9,4,0,10,CLU0
76,41,74,41,CLU0
65,40,62,26,CLU0
59,41,37,53,CLU0
86,33,36,50,CLU0
126,38,44,52,CLU0
128,47,55,36,CLU0
115,41,42,67,CLU0
94,43,54,55,CLU0
103,47,65,52,CLU0
120,46,60,34,CLU0
111,51,72,36,CLU0
111,55,82,46,CLU0
114,58,84,54,CLU0
108,59,93,52,CLU0
91,66,110,58,CLU0
105,60,106,52,CLU0
109,66,110,38,CLU0
101,63,106,26,CLU0
94,65,103,21,CLU0
93,62,116,35,CLU0
89,66,117,39,CLU0
89,55,107,38,CLU0
72,55,107,29,CLU0
92,50,102,16,CLU0
89,52,112,38,CLU0
102,49,105,26,CLU0
113,56,107,5,CLU0
114,61,113,20,CLU0
110,63,119,50,CLU0
103,67,124,74,CLU0
96,68,119,70,CLU0
78,66,111,51,CLU0
78,70,102,12,CLU0
94,68,110,16,CLU0
87,43,129,40,CLU0
102,34,132,42,CLU0
100,41,129,64,CLU0
79,48,118,68,CLU0
77,47,138,54,CLU0
78,53,145,48,CLU0
77,91,152,47,CLU0
94,75,151,78,CLU0
70,79,158,77,CLU0
74,69,146,10,CLU0
79,71,145,23,CLU0
95,99,134,68,CLU0
117,101,126,72,CLU0
100,93,112,48,CLU0
97,97,88,85,CLU0
105,92,112,64,CLU0
122,98,131,33,CLU0
129,75,133,39,CLU0
106,62,111,50,CLU0
84,40,111,36,CLU0
26,34,91,40,CLU0
78,26,67,45,CLU0
34,29,22,56,CLU0
74,19,49,65,CLU0
42,19,33,67,CLU0
8,23,47,21,CLU0
13,25,26,49,CLU0
8,16,14,45,CLU0
11,19,25,28,CLU0
8,22,16,38,CLU0
6,16,21,22,CLU0
15,10,15,46,CLU0
9,16,12,31,CLU0
5,16,15,63,CLU0
8,18,8,55,CLU0
53,42,16,27,CLU0
85,81,51,87,CLU0
97,77,100,160,CLU0
117,83,108,103,CLU0
120,86,84,107,CLU0
116,98,78,78,CLU0
119,72,110,67,CLU0
147,72,102,53,CLU0
144,90,93,11,CLU0
118,133,114,28,CLU0
105,108,146,67,CLU0
92,122,140,52,CLU0
40,161,107,187,CLU0
26,110,87,272,CLU0
16,53,90,131,CLU0
79,69,88,79,CLU0
135,82,148,140,CLU0
107,131,194,130,CLU0
56,183,164,252,CLU0
80,125,164,220,CLU0
108,112,181,174,CLU0
99,114,190,127,CLU0
118,138,207,129,CLU0
117,127,204,134,CLU0
101,122,192,132,CLU0
105,119,180,138,CLU0
99,121,175,147,CLU0
98,118,177,135,CLU0
114,127,193,144,CLU0
111,125,187,143,CLU0
120,123,182,143,CLU0
109,126,181,135,CLU0
109,123,180,129,CLU0
102,124,169,141,CLU0
113,127,176,142,CLU0
118,126,167,136,CLU0
129,122,187,118,CLU0
113,126,190,90,CLU0
119,112,196,88,CLU0
121,128,190,99,CLU0
120,120,192,89,CLU0
111,132,198,118,CLU0
102,132,189,119,CLU0
84,139,170,236,CLU0
47,112,139,359,CLU0
24,166,94,397,CLU0
14,182,72,300,CLU0
57,195,86,308,CLU0
152,145,138,243,CLU0
165,101,176,123,CLU0
161,124,177,134,CLU0
170,114,191,108,CLU0
163,121,187,123,CLU0
149,124,195,116,CLU0
98,125,195,158,CLU0
92,124,183,120,CLU0
98,130,179,118,CLU0
117,129,180,137,CLU0
140,124,185,124,CLU0
141,129,183,129,CLU0
135,133,182,140,CLU0
140,124,188,139,CLU0
123,132,186,119,CLU0
113,133,170,133,CLU0
103,118,171,114,CLU0
89,143,153,168,CLU0
91,121,135,163,CLU0
112,107,155,110,CLU0
110,120,153,126,CLU0
106,119,173,121,CLU0
108,122,176,130,CLU0
120,118,187,126,CLU0
117,116,180,113,CLU0
126,112,182,129,CLU0
109,128,181,112,CLU0
117,112,174,124,CLU0
73,151,186,96,CLU0
98,148,149,144,CLU0
113,113,157,214,CLU0
102,114,172,95,CLU0
119,102,156,86,CLU0
116,105,159,94,CLU0
109,104,163,125,CLU0
113,110,162,134,CLU0
118,106,158,119,CLU0
110,103,156,117,CLU0
124,105,151,126,CLU0
116,110,170,104,CLU0
89,102,166,162,CLU0
44,140,155,202,CLU0
59,110,122,133,CLU0
93,73,142,201,CLU0
93,64,125,149,CLU0
86,62,128,39,CLU0
35,17,15,7,CLU0
7,4,8,55,CLU0
51,17,41,83,CLU0
148,33,63,73,CLU0
72,16,32,13,CLU0
10,6,18,16,CLU0
17,10,10,19,CLU0
61,43,65,29,CLU0
72,31,67,55,CLU0
150,49,49,135,CLU0
217,72,103,132,CLU0
227,89,73,115,CLU0
146,90,41,66,CLU0
108,46,117,27,CLU0
19,8,38,14,CLU0
13,4,9,4,CLU0
7,4,14,14,CLU0
6,4,3,7,CLU0
11,7,9,1,CLU0
1,5,8,10,CLU0
5,3,7,6,CLU0
10,3,6,7,CLU0
1,4,4,1,CLU0
9,2,8,11,CLU0
5,7,8,6,CLU0
0,2,6,11,CLU0
72,40,84,46,CLU0
74,41,82,41,CLU0
75,33,51,58,CLU0
99,31,52,59,CLU0
127,38,51,53,CLU0
112,39,59,36,CLU0
112,35,46,64,CLU0
105,41,59,56,CLU0
109,44,60,50,CLU0
121,41,58,39,CLU0
115,47,61,49,CLU0
109,57,70,49,CLU0
114,54,67,39,CLU0
98,62,84,46,CLU0
84,67,97,73,CLU0
93,62,103,60,CLU0
95,66,112,46,CLU0
97,67,115,44,CLU0
87,70,104,32,CLU0
88,68,115,33,CLU0
91,70,121,49,CLU0
91,56,119,47,CLU0
84,61,118,25,CLU0
90,61,116,6,CLU0
88,55,119,42,CLU0
99,56,109,38,CLU0
111,55,116,37,CLU0
98,55,125,48,CLU0
107,61,131,62,CLU0
105,68,120,69,CLU0
103,64,111,76,CLU0
80,64,113,56,CLU0
80,61,107,28,CLU0
97,58,118,21,CLU0
79,44,129,35,CLU0
94,40,121,19,CLU0
104,44,110,14,CLU0
86,40,101,6,CLU0
100,50,115,26,CLU0
97,56,133,29,CLU0
97,72,140,28,CLU0
110,70,123,33,CLU0
98,72,133,17,CLU0
103,75,133,44,CLU0
92,76,150,73,CLU0
95,91,147,75,CLU0
118,86,127,68,CLU0
97,62,90,33,CLU0
106,70,78,54,CLU0
95,72,94,43,CLU0
100,78,90,14,CLU0
106,61,112,35,CLU0
97,51,105,36,CLU0
73,40,110,31,CLU0
58,40,88,44,CLU0
68,21,54,38,CLU0
53,22,22,34,CLU0
65,19,57,70,CLU0
52,23,54,14,CLU0
21,26,57,63,CLU0
16,16,20,55,CLU0
10,18,19,42,CLU0
8,11,18,46,CLU0
5,15,3,54,CLU0
3,10,17,48,CLU0
21,13,32,63,CLU0
14,16,6,57,CLU0
9,13,5,82,CLU0
40,26,25,59,CLU0
91,48,57,71,CLU0
105,63,95,65,CLU0
126,102,92,171,CLU0
138,105,120,111,CLU0
136,107,123,117,CLU0
130,113,117,120,CLU0
140,122,139,153,CLU0
152,110,144,154,CLU0
158,81,135,42,CLU0
151,100,76,24,CLU0
124,129,133,27,CLU0
86,76,142,50,CLU0
70,104,83,141,CLU0
32,92,50,245,CLU0
19,46,61,117,CLU0
45,58,71,92,CLU0
114,78,105,140,CLU0
120,115,185,147,CLU0
52,178,158,231,CLU0
52,151,139,265,CLU0
84,126,145,207,CLU0
84,134,156,147,CLU0
107,132,179,160,CLU0
108,141,189,153,CLU0
99,122,176,125,CLU0
107,126,183,147,CLU0
99,121,177,147,CLU0
97,125,182,148,CLU0
115,127,193,154,CLU0
103,128,185,155,CLU0
112,126,173,146,CLU0
113,129,185,134,CLU0
112,118,181,127,CLU0
97,123,168,157,CLU0
112,120,174,136,CLU0
109,131,170,126,CLU0
120,127,183,111,CLU0
111,138,195,87,CLU0
113,124,200,87,CLU0
124,139,192,110,CLU0
110,136,197,103,CLU0
97,137,191,103,CLU0
93,134,178,105,CLU0
75,150,166,232,CLU0
42,108,132,376,CLU0
36,142,93,367,CLU0
15,148,70,259,CLU0
42,180,84,245,CLU0
142,158,140,235,CLU0
169,107,180,129,CLU0
165,128,178,128,CLU0
162,113,191,111,CLU0
155,124,190,120,CLU0
145,121,194,120,CLU0
90,135,193,152,CLU0
91,127,187,122,CLU0
99,131,181,124,CLU0
117,126,179,126,CLU0
145,123,179,128,CLU0
146,121,181,127,CLU0
140,130,180,132,CLU0
147,127,184,134,CLU0
120,131,178,122,CLU0
114,138,174,132,CLU0
100,122,168,112,CLU0
95,138,156,147,CLU0
81,114,137,165,CLU0
108,109,161,113,CLU0
119,116,156,120,CLU0
105,118,170,121,CLU0
115,125,176,122,CLU0
123,116,185,125,CLU0
110,120,179,113,CLU0
125,116,181,126,CLU0
109,128,181,121,CLU0
98,122,180,131,CLU0
88,155,175,100,CLU0
117,134,146,163,CLU0
109,118,161,143,CLU0
112,120,172,86,CLU0
127,106,154,111,CLU0
117,103,168,115,CLU0
114,107,168,127,CLU0
111,113,176,130,CLU0
124,112,160,105,CLU0
113,102,160,115,CLU0
125,104,148,119,CLU0
114,108,163,117,CLU0
80,106,158,112,CLU0
42,142,170,144,CLU0
60,150,115,67,CLU0
81,63,146,144,CLU0
92,59,120,182,CLU0
96,74,127,46,CLU0
51,15,46,33,CLU0
9,4,17,29,CLU0
44,12,34,62,CLU0
138,26,45,61,CLU0
90,24,45,31,CLU0
19,1,25,11,CLU0
23,8,17,16,CLU0
35,32,37,42,CLU0
73,35,85,30,CLU0
115,27,34,120,CLU0
229,77,78,121,CLU0
209,86,84,111,CLU0
174,88,30,84,CLU0
125,62,110,42,CLU0
43,13,56,9,CLU0
10,3,8,5,CLU0
9,7,18,13,CLU0
3,6,2,0,CLU0
12,7,3,0,CLU0
5,3,4,7,CLU0
1,3,4,0,CLU0
9,1,4,4,CLU0
2,6,11,5,CLU0
5,4,8,7,CLU0
9,3,5,8,CLU0
7,2,7,14,CLU0
59,37,91,35,CLU0
59,30,102,56,CLU0
63,29,83,52,CLU0
86,29,79,47,CLU0
95,37,72,33,CLU0
81,36,84,28,CLU0
96,36,78,44,CLU0
105,40,87,53,CLU0
106,44,80,45,CLU0
108,41,79,44,CLU0
105,43,73,53,CLU0
105,53,73,46,CLU0
114,48,62,22,CLU0
97,60,69,30,CLU0
89,63,68,76,CLU0
88,60,87,70,CLU0
90,63,104,51,CLU0
94,65,117,64,CLU0
86,76,99,52,CLU0
93,72,100,44,CLU0
91,71,107,50,CLU0
97,63,115,51,CLU0
101,67,121,29,CLU0
96,73,122,12,CLU0
98,62,118,40,CLU0
99,62,110,41,CLU0
108,59,115,70,CLU0
96,55,125,80,CLU0
107,59,129,59,CLU0
108,63,114,57,CLU0
113,61,104,72,CLU0
95,62,106,44,CLU0
95,53,112,57,CLU0
110,54,127,47,CLU0
87,55,135,52,CLU0
97,51,124,33,CLU0
104,51,102,26,CLU0
91,46,99,19,CLU0
115,50,108,43,CLU0
107,61,111,48,CLU0
105,49,121,61,CLU0
110,58,112,27,CLU0
119,60,129,25,CLU0
112,75,136,54,CLU0
100,82,152,90,CLU0
90,74,155,72,CLU0
99,71,141,73,CLU0
91,54,105,61,CLU0
107,55,97,30,CLU0
88,62,106,20,CLU0
80,66,96,25,CLU0
89,65,108,43,CLU0
82,54,116,22,CLU0
64,36,112,31,CLU0
76,36,74,30,CLU0
66,19,31,6,CLU0
70,26,33,8,CLU0
61,19,65,64,CLU0
62,29,77,90,CLU0
38,28,72,83,CLU0
11,18,14,71,CLU0
10,19,17,39,CLU0
5,15,5,69,CLU0
12,12,25,70,CLU0
5,11,25,77,CLU0
19,20,24,77,CLU0
15,18,14,64,CLU0
13,18,26,61,CLU0
63,34,56,34,CLU0
104,59,86,77,CLU0
115,81,134,28,CLU0
110,99,120,145,CLU0
99,92,105,94,CLU0
100,97,101,80,CLU0
87,95,94,109,CLU0
94,118,109,189,CLU0
100,106,124,231,CLU0
126,80,111,121,CLU0
165,75,61,79,CLU0
125,131,151,32,CLU0
62,36,127,54,CLU0
81,58,45,93,CLU0
39,72,72,188,CLU0
32,51,53,99,CLU0
24,61,69,134,CLU0
96,81,86,153,CLU0
133,109,176,152,CLU0
81,140,165,165,CLU0
30,158,130,247,CLU0
45,138,109,203,CLU0
77,144,116,147,CLU0
82,99,127,158,CLU0
93,143,159,129,CLU0
105,123,170,136,CLU0
111,131,187,140,CLU0
102,127,184,144,CLU0
94,132,186,147,CLU0
108,127,186,163,CLU0
100,131,184,159,CLU0
104,130,172,147,CLU0
